StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
148,,,641,SZ,129,1,Behavioural,NA,Tetris,641,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Tetris + Reactivation,Tetris + Trauma reminder,Null,Control group (music),Control (music),Tetris + Trauma reminder,Indirect imagery + Direct imagery,Task,Experimental Task,39,37,76,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,2nd day post trauma film,6 days,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,2.72,,3.36,2.86,,3.6,-0.14,?t(74) = .184,,0.855,,,,0,,,,Film,No,Behavioural,Indirect + Direct,Imagery,Task
148,,,642,SZ,129,1,Behavioural,NA,Tetris,642,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + 90min break + Tetris,Trauma reminder + Break + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Break + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,40,37,77,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,2nd day post trauma film,6 days,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,3.18,,3.23,2.86,,3.6,0.32,?t(75) = -.399,,0.691,,,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
148,,,643,SZ,129,1,Behavioural,NA,Tetris,643,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + Tetris,Trauma reminder + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,33,37,70,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,4.6,,3.2,5.1,,3.5,-0.5,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
148,,,644,SZ,129,1,Behavioural,NA,Tetris,644,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Tetris + Reactivation,Tetris + Trauma reminder,Null,Control group (music),Control (music),Tetris + Trauma reminder,Indirect imagery + Direct imagery,Task,Experimental Task,39,37,76,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,4.9,,4,5.1,,3.5,-0.2,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Indirect + Direct,Imagery,Task
148,,,645,SZ,129,1,Behavioural,NA,Tetris,645,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + 90min break + Tetris,Trauma reminder + Break + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Break + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,40,37,77,Delayed Post,Trauma Film,Trauma Film,11,12min,Intrusion Frequency,Involuntary memory,Intrusion Provocation Task (IPT),Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Image,Null,No group differences were found,NA,NA,Yes,Null,5.3,,2.9,5.1,,3.5,0.2,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
148,,,646,SZ,129,1,Behavioural,NA,Tetris,646,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + Tetris,Trauma reminder + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,33,37,70,Delayed Post,Trauma Film,Trauma Film,11,12min,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,Yes,Null,6.85,,3.83,6.59,,3.66,0.26,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
148,,,647,SZ,129,1,Behavioural,NA,Tetris,647,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Tetris + Reactivation,Tetris + Trauma reminder,Null,Control group (music),Control (music),Tetris + Trauma reminder,Indirect imagery + Direct imagery,Task,Experimental Task,39,37,76,Delayed Post,Trauma Film,Trauma Film,11,12min,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,Yes,Null,8.46,,5.77,6.59,,3.66,1.87,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Indirect + Direct,Imagery,Task
148,,,648,SZ,129,1,Behavioural,NA,Tetris,648,2021,Published,Journal Article,Eur J Psychotraumatol,Investigating the frequency of intrusive memories after 24 hours using a visuospatial interference intervention: a follow-up and extension,"Brennen, T., Blix, I., Nissen, A., Holmes, E. A., Skumlien, M., & Solberg, ?.",?tim.brennen@psykologi.uio.no,10.1080/20008198.2021.1953788,PUBMED,Norway,Europe,4,149,111,0.744966443,22.91,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 1, page 7",Reactivation + 90min break + Tetris,Trauma reminder + Break + Tetris,Decrease,Control group (music),Control (music),Trauma reminder + Break + Tetris,Direct imagery + Indirect imagery,Task,Experimental Task,40,37,77,Delayed Post,Trauma Film,Trauma Film,11,12min,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,Yes,Null,6.58,,4.23,6.59,,3.66,-0.01,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
149,1,1,649,SZ,130,1,Behavioural,NA,?Socially evaluated cold pressor test (SECPT),649,2022,Published,Journal Article,Psychoneuroendocrinology,Acute stress reactivity and intrusive memory development: a randomized trial using an adjusted trauma film paradigm,"Hilberdink, C. E., de Rooij, S. R., Olff, M., Bosch, J. A., & van Zuiden, M.?",?m.vanzuiden@amsterdamumc.nl,10.1016/j.psyneuen.2022.105686,PUBMED,Netherlands,Europe,2,63,0,0,22.3,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,Provided by the author,Socially-evaluated cold pressor test (seCPT),Cold water stress induction,Increase,Control condition (warm water),Control (Warm water),Cold vs. Warm water stress,Indirect emotion,Task,Experimental Task,29,34,63,Pre,Trauma Film,Trauma Film,1,15min,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,No group differences were found,Salivary alpha amylase (sAA); Salivary cortisol; Blood pressure (BP); Pre-ejection period; Heart rate (variability); ,?adjusted PTSD Checklist for DSM-5 (PCL5),Yes,Mixed,6.07,,7,4.85,,6,1.22,?t(61)= 1.62,,0.11,0.41,Cohen's d,,0,,,,Film,Yes,Behavioural,Indirect,Emotion,Task
149,,,650,SZ,130,1,Behavioural,NA,?Socially evaluated cold pressor test (SECPT),650,2022,Published,Journal Article,Psychoneuroendocrinology,Acute stress reactivity and intrusive memory development: a randomized trial using an adjusted trauma film paradigm,"Hilberdink, C. E., de Rooij, S. R., Olff, M., Bosch, J. A., & van Zuiden, M.?",?m.vanzuiden@amsterdamumc.nl,10.1016/j.psyneuen.2022.105686,PUBMED,Netherlands,Europe,2,63,0,0,22.3,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,Provided by the author,Socially-evaluated cold pressor test (seCPT),Cold water stress induction,Increase,Control condition (warm water),Control (Warm water),Cold vs. Warm water stress,Indirect emotion,Task,Experimental Task,29,34,63,Pre,Trauma Film,Trauma Film,1,15min,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Negative,?The seCPT participants reported more distressing intrusions,Salivary alpha amylase (sAA); Salivary cortisol; Blood pressure (BP); Pre-ejection period; Heart rate (variability); ,?adjusted PTSD Checklist for DSM-5 (PCL5),Yes,Mixed,0.74,,1.48,0.35,,1.03,0.39,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,Yes,Behavioural,Indirect,Emotion,Task
149,,,651,SZ,130,1,Behavioural,NA,?Socially evaluated cold pressor test (SECPT),651,2022,Published,Journal Article,Psychoneuroendocrinology,Acute stress reactivity and intrusive memory development: a randomized trial using an adjusted trauma film paradigm,"Hilberdink, C. E., de Rooij, S. R., Olff, M., Bosch, J. A., & van Zuiden, M.?",?m.vanzuiden@amsterdamumc.nl,10.1016/j.psyneuen.2022.105686,PUBMED,Netherlands,Europe,2,63,0,0,22.3,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,Provided by the author,Socially-evaluated cold pressor test (seCPT),Cold water stress induction,Increase,Control condition (warm water),Control (Warm water),Cold vs. Warm water stress,Indirect emotion,Task,Experimental Task,29,34,63,Pre,Trauma Film,Trauma Film,1,15min,Sum Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group differences were found,Salivary alpha amylase (sAA); Salivary cortisol; Blood pressure (BP); Pre-ejection period; Heart rate (variability); ,?adjusted PTSD Checklist for DSM-5 (PCL5),Yes,Mixed,14.62,,24.62,7.94,,11.02,6.68,?t(61)=1.54,,0.13,0.3,Cohen's d,,0,,,,Film,Yes,Behavioural,Indirect,Emotion,Task
150,1,1,652,MMV,131,1,Behavioural,NA,Prosocial behaviour,652,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,71,0.788888889,22.31,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Page 5,Prosocial,Prosocial,Decrease,Number Judgement,Control (Number Judgement),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Positive,Fewer diary intrusions in prosocial group than number judgement group,NA,NA,No,NA,3.53,,3.42,5.36,,3.3,-1.83,Not provided,Not provided,0.002,0.54,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
150,,,653,MMV,131,1,Behavioural,NA,Prosocial behaviour,653,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,71,0.788888889,22.31,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Page 5,Prosocial,Prosocial,Decrease,Number Judgement,Control (Number Judgement),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group differences were found,NA,NA,No,NA,2.83,,2.39,3.64,,1.96,-0.81,Not provided,Not provided,0.368,0.21,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
150,,,654,MMV,131,1,Behavioural,NA,Prosocial behaviour,654,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,71,0.788888889,22.31,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Page 5,Prosocial,Prosocial,Decrease,Number Judgement,Control (Number Judgement),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Positive,Lower IES-R intrusion score in prosocial group than number judgement group,NA,NA,No,NA,0.5,,0.45,0.75,,0.45,-0.25,Not provided,Not provided,0.041,0.4,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
151,,1,655,MMV,131,2,Behavioural,NA,Prosocial behaviour,655,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,72,0.8,20.15,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Page 8,Prosocial,Prosocial,Decrease,Proself,Control (Proself),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Positive,Fewer diary intrusions in prosocial group than proself group,NA,NA,No,NA,4.04,,3.69,5.98,,5.19,-1.94,Not provided,Not provided,0.044,0.43,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
151,,,656,MMV,131,2,Behavioural,NA,Prosocial behaviour,656,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,72,0.8,20.15,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,Page 8,Prosocial,Prosocial,Decrease,Proself,Control (Proself),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group differences were found,NA,NA,No,NA,3.31,,2.39,4.08,,2.12,-0.77,Not provided,Not provided,0.11,0.34,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
151,,,657,MMV,131,2,Behavioural,NA,Prosocial behaviour,657,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,72,0.8,20.15,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,OSF,Prosocial,Prosocial,Decrease,Proself,Control (Proself),Prosocial behavior,Indirect Other,Task,Experimental Task,45,45,90,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,No group differences were found,NA,NA,No,NA,0.681,,0.426,0.953,,0.705,-0.272,Not provided,Not provided,0.14,0.47,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
151,,,658,MMV,131,2,Behavioural,NA,Prosocial behaviour,658,2022,Published,Journal Article,Behaviour Research and Therapy,Prosocial behaviour reduces unwanted intrusions of experimental traumatic memories,"Varma, Mohith M.;Hu, Xiaoqing",xiaoqinghu@hku.hk,10.1016/j.brat.2021.103998,PROQUEST,Hong Kong,Asia,2,90,72,0.8,20.15,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,OSF,Prosocial,Prosocial,Decrease,Proself,Control (Proself),Prosocial behavior,Indirect Other,Task,Experimental Task,43,41,84,Immediate Post,Trauma Film,Trauma Film,6,10 minutes,Intrusion Frequency,Involuntary memory,Intrusion monitoring task,Lab-based intrusion monitoring task,Same day post trauma film,5 minutes,Real Time,Image + sensory,Positive,Fewer lab intrusions in prosocial group than proself group,NA,NA,No,NA,3.23,,2.81,4.83,,3.24,-1.6,Not provided,Not provided,0.008,0.53,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Other,Task
152,1,1,659,MMV,132,1,Pharmacological,Oxytocin,Oxytocin,659,2022,Published,Journal Article,Neuropsychopharmacology,Intranasal oxytocin administration impacts the acquisition and consolidation of trauma-associated memories: A double-blind randomized placebo-controlled experimental study in healthy women,"Schultebraucks, Katharina;Maslahati, Tolou;Wingenfeld, Katja;Hellmann-Regen, Julian;Kraft, Julia;Kownatzki, Maureen;Behnia, Behnoush;Ripke, Stephan;Otte, Christian;Roepke, Stefan",ks3796@cumc.columbia.edu; stefan.roepke@charite.de,10.1038/s41386-021-01247-4,PROQUEST,Germany,Europe,2,201,201,1,22.97,Between-subject,1,1,1,1,1,1,1,0,1,1,0,9,Page 1049,Oxytocin,Oxytocin,Increase,Placebo,Placebo,Oxytocin,Pharmacological,Task,Experimental Task,104,97,201,Pre,Trauma Film,Trauma Film,1,13.47 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,4 days,Real Time,Image,Negative,More intrusions in the oxytocin group,"cortisol, sAA, HRV",NA,No,NA,5.39,,4.96,4.09,,3.62,1.3,t(188.33) =2.12,Not provided,0.035,0.3,Cohen's d,,0,,,,Film,Yes,Pharmacological,NA,NA,NA
